Country Name,Country Code,Time,Time Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Current account balance (% of GDP) [BN.CAB.XOKA.GD.ZS],"Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Exports of goods and services (annual % growth) [NE.EXP.GNFS.KD.ZG],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],External balance on goods and services (constant LCU) [NE.RSB.GNFS.KN],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (BoP, current US$) [BM.KLT.DINV.CD.WD]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (current LCU) [NY.GDP.MKTP.CN],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],GDP per capita (constant LCU) [NY.GDP.PCAP.KN],GDP per capita (current LCU) [NY.GDP.PCAP.CN],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GDP, PPP (constant 2021 international $) [NY.GDP.MKTP.PP.KD]","GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]",GDP: linked series (current LCU) [NY.GDP.MKTP.CN.AD],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],General government final consumption expenditure (annual % growth) [NE.CON.GOVT.KD.ZG],General government final consumption expenditure (current US$) [NE.CON.GOVT.CD],"Goods exports (BoP, current US$) [BX.GSR.MRCH.CD]","Goods imports (BoP, current US$) [BM.GSR.MRCH.CD]","Grants, excluding technical cooperation (BoP, current US$) [BX.GRT.EXTA.CD.WD]",Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],Gross domestic savings (current LCU) [NY.GDS.TOTL.CN],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],Gross national expenditure deflator (base year varies by country) [NE.DAB.DEFL.ZS],Gross value added at basic prices (GVA) (constant 2015 US$) [NY.GDP.FCST.KD],Households and NPISHs final consumption expenditure (% of GDP) [NE.CON.PRVT.ZS],Households and NPISHs Final consumption expenditure (annual % growth) [NE.CON.PRVT.KD.ZG],Households and NPISHs final consumption expenditure: linked series (current LCU) [NE.CON.PRVT.CN.AD],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Imports of goods and services (annual % growth) [NE.IMP.GNFS.KD.ZG],Imports of goods and services (current US$) [NE.IMP.GNFS.CD],Multilateral debt service (% of public and publicly guaranteed debt service) [DT.TDS.MLAT.PG.ZS],"Net financial flows, IBRD (NFL, current US$) [DT.NFL.MIBR.CD]","Net financial flows, IDA (NFL, current US$) [DT.NFL.MIDA.CD]","Net financial flows, IMF concessional (NFL, current US$) [DT.NFL.IMFC.CD]","Net financial flows, IMF nonconcessional (NFL, current US$) [DT.NFL.IMFN.CD]","Net financial flows, multilateral (NFL, current US$) [DT.NFL.MLAT.CD]",Net ODA received (% of central government expense) [DT.ODA.ODAT.XP.ZS],Net ODA received (% of GNI) [DT.ODA.ODAT.GN.ZS],Net official aid received (current US$) [DT.ODA.OATL.CD],Net official development assistance and official aid received (constant 2021 US$) [DT.ODA.ALLD.KD],"Net trade in goods (BoP, current US$) [BN.GSR.MRCH.CD]","Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]","Portfolio investment, bonds (PPG + PNG) (NFL, current US$) [DT.NFL.BOND.CD]","Portfolio investment, net (BoP, current US$) [BN.KLT.PTXL.CD]","Service exports (BoP, current US$) [BX.GSR.NFSV.CD]","Service imports (BoP, current US$) [BM.GSR.NFSV.CD]",Taxes less subsidies on products (constant LCU) [NY.TAX.NIND.KN],"Travel services (% of service exports, BoP) [BX.GSR.TRVL.ZS]"
Tonga,TON,2022,YR2022,..,..,..,-5.355101148,-27749065.39,11.55964101,-3.048113092,59899752.67,..,-2503068.339,0.561880376,2911551.97,0.078830445,408483.6316,482629574.4,1019530419,1177176029,518180042.2,-2.309860027,4594.634284,9705.931146,11206.71759,4933.074791,-1.893215421,6901.738556,7393.796685,724972421.4,776659191.3,1177176029,29.95795933,0.601004611,155236166.3,15202164.33,217334175.1,116700000,-7.816213627,-92010593.21,134.6203772,112.5169425,400191653.4,77.85825429,-20.98051315,916528706.3,63.75558994,-1.714101314,330368742.9,29.60582211,..,-551000,..,9233946.1,-2248000,..,54.25707365,..,306510009.8,-202132010.8,-270380773.1,..,103.0509114,44723387.09,112972149.4,174145913.7,22.17765072
Tonga,TON,2023,YR2023,..,..,..,-5.911365932,-30073193.8,..,..,..,..,-3784836.561,..,4926184.937,..,1141348.376,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12979855.36,233609356.8,..,..,..,..,..,..,..,..,..,..,..,..,19.31380773,..,388000,..,0,-883000,..,..,..,..,-220629501.5,-288116241.7,..,-152338.196,82365475.34,149852215.6,..,52.92420656
Trinidad and Tobago,TTO,2021,YR2021,..,..,20708680378,10.73344926,2629308365,..,..,..,..,1704232757,-3.815997065,-934781798.4,3.141078061,769450958.4,21356182725,1.48161E+11,1.6556E+11,24496397205,-1.03742621,15616.2903,108339.4955,121062.2404,17912.51062,-1.097705792,30826.20881,30826.20881,42156628470,42156628470,1.6556E+11,..,..,..,11082023370,6370110185,..,..,..,..,..,20292770475,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4711913186,2906273135,..,256298372.3,460140270.8,2265780322,7215728900,11.41477657
Trinidad and Tobago,TTO,2022,YR2022,..,..,..,17.44920357,5244086990,..,..,..,..,2267569398,-3.039590494,-913501690.4,4.505532255,1354067707,21672731505,1.50357E+11,2.02985E+11,30053446092,1.48223484,15868.10087,110086.4552,148619.2039,22004.19979,1.612486493,31323.27726,33556.46432,42781488704,45831586751,2.02985E+11,..,..,..,16687114039,7506166662,..,..,..,..,..,21099339152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9180947378,6889486545,..,754178900.4,896749894.7,3188210728,3809738500,36.16626422
Trinidad and Tobago,TTO,2023,YR2023,..,..,..,12.40942895,3396744345,..,..,..,..,2086156065,-5.682661318,-1555474291,1.938755791,530681774,21964809529,1.52383E+11,1.8477E+11,27372285698,1.347675182,16061.90048,111430.9585,135114.2588,20016.1503,1.22131575,31705.83338,35188.53492,43358044210,48120673383,1.8477E+11,..,..,..,10378341534,6615652539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3762688996,2771695217,..,-370146990.8,1165936976,2156930754,..,36.80980118
Tunisia,TUN,2021,YR2021,3.776385612,39285151015,39584781007,-5.917367767,-2770055368,42.02563307,11.93706846,19673161286,-7849000000,-531409630.3,1.16937529,547411353.6,0.03418274,16001723.37,47020260422,92236101300,1.30815E+11,46812290143,4.736320748,3902.542583,7655.323679,10857.2914,3885.281665,4.088141749,12375.34293,12375.34293,1.49106E+11,1.49106E+11,1.30815E+11,20.92261309,1.503944773,9794354344,7100632438,15584578413,392050000,5.416334774,7085400000,109.8234612,143.5439876,43632412654,73.66181658,2.351657223,96361000000,52.070322,10.86890954,24375310211,37.75328137,159302000,-587000,..,-80948100.4,28685000,..,2.399095523,..,1093560059,-8483945975,-4123466218,-1250000000,1260467707,6953642421,2593162663,6645614000,17.87179879
Tunisia,TUN,2022,YR2022,..,..,..,-8.903685966,-3969241926,50.41913598,17.33259682,22476730329,-6869000000,-609667499.7,1.442836674,643213141.2,0.07524859,33545641.5,48277261610,94701865800,1.38416E+11,44579761023,2.673318218,3983.491305,7814.114687,11421.06489,3678.400234,2.074255953,12632.03922,13532.63804,1.53092E+11,1.64007E+11,1.38416E+11,20.60459904,-1.159825115,9185481014,8643740957,19242153140,551910000,2.089864083,2892700000,115.5049608,157.3375716,44757390445,77.30553687,2.173468493,1.07003E+11,62.02186602,11.54445406,27649199652,39.21972684,271101000,-360000,..,-121106548.9,208104000,..,2.780053357,..,1289650024,-10598412183,-5198966232,-441248000,421389740.8,8609803842,3210357891,6904592400,23.32891613
Tunisia,TUN,2023,YR2023,..,..,..,-2.288321776,-1110513300,51.88338243,10.43573782,25178795584,-5439000000,-739528917.8,1.498227904,727083940.2,-0.025644099,-12444977.51,48296165329,94738947800,1.50777E+11,48529595417,0.039156567,3958.562229,7765.213196,12358.30111,3977.695166,-0.625809734,12552.98669,13931.85932,1.53152E+11,1.69975E+11,1.50777E+11,19.74510634,-2.43902439,9582220220,9037060641,18089655121,..,7.12882503,10748600000,108.7562659,163.687636,44695962077,73.12606863,-0.598999285,1.10257E+11,55.29438918,5.67589739,26834143358,38.20445939,48531000,-105000,..,-420474922.8,471399000,..,..,..,..,-9052594480,-2220904969,-700401000,703684347.2,10694747013,3863057501,7062173900,24.0154996
Turkiye,TUR,2021,YR2021,..,..,..,-0.78464116,-6433000000,35.74369611,25.05632475,2.9305E+11,84230437500,-6444000000,1.572819486,12895000000,0.786836642,6451000000,1.13178E+12,2.0108E+12,7.25614E+12,8.19865E+11,11.43939569,13449.92913,23896.19171,86231.40832,9743.212778,10.42940607,31309.96773,31309.96773,2.63465E+12,2.63465E+12,7.25614E+12,12.94541377,3.029953891,1.06135E+11,2.24673E+11,2.53994E+11,2038680000,31.80941606,2.30814E+12,99.59505175,..,1.00731E+12,55.24517017,15.378891,4.00867E+12,35.33874785,1.65261748,2.8973E+11,13.94224531,-146702000,-2193000,..,..,-653917000,0.417684921,0.130939447,..,1059540039,-29321000000,3299000000,3371538000,-751000000,62645000000,30025000000,2.21161E+11,44.56061936
Turkiye,TUR,2022,YR2022,..,..,..,-5.141335268,-46638000000,38.58420218,9.932072045,3.50004E+11,98076575500,-8731000000,1.506528748,13666000000,0.544030395,4935000000,1.1944E+12,2.12207E+12,1.50118E+13,9.07118E+11,5.533427875,14055.10315,24971.391,176650.8749,10674.50416,4.499458772,32718.74682,39068.2225,2.78044E+12,3.32001E+12,1.50118E+13,11.65321283,4.226022361,1.05708E+11,2.53352E+11,3.42938E+11,1453650000,31.03821513,4.65939E+12,104.0017253,..,1.06941E+12,57.30857204,18.89911094,8.60303E+12,42.58592751,8.567890749,3.86305E+11,13.72001071,474335000,-924000,..,0,-6328000,0.297336509,0.089083256,..,892169982.9,-89586000000,-37490000000,-2227011000,13672000000,92858000000,40762000000,2.216E+11,48.93170217
Turkiye,TUR,2023,YR2023,..,..,..,-3.621989057,-40503000000,31.91583569,-2.835866437,3.569E+11,31499896100,-4988000000,0.979295414,10951000000,0.533242494,5963000000,1.25545E+12,2.23053E+12,2.65457E+13,1.11825E+12,5.111168185,14713.56707,26141.2693,311109.5409,13105.65857,4.684874384,34251.579,42216.77846,2.92255E+12,3.60219E+12,2.65457E+13,13.09785512,2.433343528,1.46467E+11,2.50999E+11,3.37343E+11,..,27.51923461,7.30518E+12,102.4449333,..,1.11466E+12,59.38291028,13.62579704,1.57636E+13,34.36076902,11.79111221,3.8424E+11,13.33515243,519046000,..,..,..,100252000,..,..,..,..,-86344000000,-29641000000,6630476000,-8139000000,1.06026E+11,49323000000,2.49551E+11,46.68666176
Turkmenistan,TKM,2021,YR2021,..,..,..,..,..,20.56054529,..,10281800000,..,..,..,..,..,..,51408146222,69297449100,1.75026E+11,50007428571,6.200000017,7248.707632,9771.154673,24679.20739,7051.202111,4.071655307,16434.13991,16434.13991,1.16552E+11,1.16552E+11,1.75026E+11,10.16706089,..,5084285714,..,..,24600000,..,..,..,..,..,..,..,..,12.49757179,..,6249714286,3.211533588,15005000,..,..,..,132692000,..,0.057768474,..,28709999.08,..,..,..,..,..,..,..,..
Turkmenistan,TKM,2022,YR2022,..,..,..,..,..,24.87638201,..,14670100000,..,..,..,..,..,..,54595451255,73593890900,2.06402E+11,58972000000,6.199999936,7551.036501,10178.68968,28547.23242,8156.35212,4.170796844,17119.57449,18340.11128,1.23778E+11,1.32603E+11,2.06402E+11,9.409792541,..,5549142857,..,..,15770000,..,..,..,..,..,..,..,..,12.48456895,..,7362400000,5.524702428,4995000,..,..,0,305502000,..,0.025927843,..,15159999.85,..,..,..,..,..,..,..,..
Turkmenistan,TKM,2023,YR2023,..,..,..,..,..,21.62452109,..,13110700000,..,..,..,..,..,..,58035050719,78230422000,2.12201E+11,60628857143,6.300157585,7880.445286,10622.72803,28814.28291,8232.65226,4.362431359,17866.40418,19828.92485,1.31576E+11,1.46029E+11,2.12201E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.47475271,..,7563300000,8.995331242,0,..,..,..,125764000,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,2021,YR2021,..,..,849820404.5,..,..,..,..,..,..,..,..,..,..,..,874603454.3,825681104,1045782454,1045782454,9.025497471,19331.2436,18249.91941,23114.79021,23114.79021,6.960319403,21192.48236,21192.48236,958811479.6,958811479.6,1045782454,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,..,..,..,928828864,876873328.2,1228794383,1228794383,6.199999486,20259.31607,19126.07866,26802.06738,26802.06738,4.800893771,22209.91093,23793.36228,1018257786,1090854280,1228794383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,939974780.1,887395779.6,1402054391,1402054391,1.199996745,20346.65527,19208.5324,30348.81144,30348.81144,0.431106342,22305.65927,24755.8063,1030476847,1143668740,1402054391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,2021,YR2021,..,..,..,24.14207127,14532659.17,..,..,..,..,-915227.7121,0,0,-1.520402591,-915227.7121,44813322.94,64520000,80134900,60196405.71,1.804135911,4396.048945,6329.213263,7860.986855,5905.081981,3.851403702,5352.973141,5352.973141,54568208.19,54568208.19,80134900,..,..,..,519098.9766,32436472.88,31990000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.36049831,..,36009998.32,-31917373.9,-61216533.61,..,11311254.79,2225922.02,31525081.73,..,4.023298074
Tuvalu,TUV,2022,YR2022,..,..,..,4.59319167,2713013.769,..,..,..,..,0,0,0,0,0,45116847.78,64957000,85153300,59065982.09,0.677309361,4515.297015,6500.900721,8522.147718,5911.327271,2.712619258,5498.178921,5661.131626,54937803.78,56566027.21,85153300,..,..,..,183598.388,24241095.08,60950000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.85366969,..,66180000.31,-24057496.69,-55155781.6,..,11717933.96,2048325.112,33146610.02,..,39.97186653
Tuvalu,TUV,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46855113.84,67459669.27,93743764.48,62280311.59,3.852809195,4773.340855,6872.419445,9550.098255,6344.775019,5.714880754,5812.39329,6150.999704,57054452.53,60378213.1,93743764.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,2021,YR2021,2.959607244,33112529138,30031521812,-8.894154703,-3604782112,15.78100817,0.23568945,6396009274,-9.90298E+12,-1647892932,4.066737858,1648240263,0.000856977,347331.1222,42210585953,1.30881E+14,1.4831E+14,40529788749,3.536580341,919.4016752,2850759.458,3230390.838,882.7917175,0.258075577,2684.920359,2684.920359,1.23267E+11,1.23267E+11,1.4831E+14,9.931596127,6.532580355,4025254929,4493853867,7540267931,1765790000,17.94369512,2.66123E+13,106.1426732,109.4484227,40040351521,72.12470875,5.960929667,1.06968E+14,25.93262257,18.85389744,10510437146,35.70361659,..,279911000,..,257134120.4,880616000,40.58381254,6.467860636,..,2564060059,-3046414063,-4388622733,..,-184030008.7,1737494425,3079703095,8.69666E+12,56.64998148
Uganda,UGA,2022,YR2022,..,..,..,-8.920386702,-4064603924,12.02199543,-19.67341977,5477862278,-1.17917E+13,-2952578039,6.480676163,2952941688,0.000798083,363649.2165,44147216890,1.36886E+14,1.6275E+14,45565333211,4.588021922,933.0940564,2893214.988,3439877.283,963.0673141,1.489270851,2724.906096,2919.177754,1.28923E+11,1.38114E+11,1.6275E+14,9.787266804,5.151354187,4459600732,4274720011,7947236322,1690290000,19.27690109,3.13731E+13,104.9244415,113.0178591,41793804610,70.9358321,4.232928003,1.15448E+14,22.48330649,-7.02990256,10244593521,45.74848576,..,232182000,..,120777338.6,341198000,27.38178391,4.740003719,..,2146659912,-3672516312,-4963946434,..,479456880.7,1840260093,3131690216,9.35079E+12,58.19117299
Uganda,UGA,2023,YR2023,..,..,..,-7.722776306,-3766317368,11.60170893,0.273331254,5658032305,-1.05088E+13,-2990803014,6.133376777,2991183813,0.000780823,380799.2328,46503341915,1.44191E+14,1.83004E+14,48768955863,5.336972955,955.7457973,2963450.519,3761142.015,1002.309139,2.427594598,2791.055769,3097.637024,1.35803E+11,1.5072E+11,1.83004E+14,9.566160588,3.821179795,4665316635,7003113947,10152460094,..,18.82358546,3.4448E+13,103.9924278,121.3870271,43904469081,71.61025396,3.7132439,1.3105E+14,21.7399874,-4.387728665,10602364862,43.79628562,..,174621000,..,361193784.5,519250000,..,..,..,..,-3149346147,-4768325039,..,301686634.3,2081388849,3700367740,1.02156E+13,62.58853769
Ukraine,UKR,2021,YR2021,5.584424004,1.02305E+11,1.63914E+11,-1.943274996,-3882000000,40.68834048,-8.565763303,81281413099,-6.46405E+11,-7518000000,3.981661339,7954000000,0.218255512,436000000,1.01499E+11,2.5963E+12,5.45085E+12,1.99766E+11,3.445620657,2426.612305,62071.57031,130317.3516,4775.945801,4.410508833,17846.4082,17846.4082,7.46471E+11,7.46471E+11,5.45085E+12,17.74217191,0.815816479,35442802218,63113000000,69755000000,912170000,13.14617228,7.16578E+11,101.3212804,173.3436702,88132523269,69.11165582,6.760027975,3.76717E+12,42.00962089,14.20356253,83920880267,13.32641864,881896000,..,..,-667464618.5,1690904000,3.332878373,1.141715133,..,2214540039,-6642000000,-2671000000,1189395000,-1024000000,18391000000,14420000000,3.52276E+11,5.165570116
Ukraine,UKR,2022,YR2022,..,..,..,4.923775294,7976000000,35.44511534,-42.04589108,57417372455,-8.08194E+11,-187000000,0.136428578,221000000,0.020989012,34000000,72309415411,1.84964E+12,5.23911E+12,1.6199E+11,-28.75858421,1874.662964,47952.96875,135827.0313,4199.670898,-22.7456813,13787.12109,14770.07129,5.31796E+11,5.69711E+11,5.23911E+12,39.83635401,31.39182235,64530718933,40899000000,55551000000,15634020000,-4.392994693,-2.30154E+11,116.5062833,237.3410979,64057448453,64.55664068,-27.50166438,3.3822E+12,51.95139865,-17.41706228,84155821685,36.25249403,1597611000,568997000,..,645158417.4,13268511000,30.63699233,16.85477909,..,29293019531,-14652000000,-25737000000,-258684000,2026000000,16618000000,27703000000,2.19911E+11,4.657600193
Ukraine,UKR,2023,YR2023,..,..,..,-5.401186423,-9655000000,28.58602058,-5.410256272,51099519088,-9.66357E+11,-4676000000,2.688006293,4805000000,0.072164997,129000000,76159411195,1.94812E+12,6.53783E+12,1.78757E+11,5.324335374,2159.946533,55250.38672,185418.3438,5069.703125,15.21786484,15885.22559,17630.125,5.60111E+11,6.21636E+11,6.53783E+12,41.68400041,9.018950951,74513077774,34678000000,63473000000,..,-5.795337134,-3.78889E+11,120.9260725,277.8450593,67667709893,64.11133672,6.105855486,4.19149E+12,49.51209309,8.476507949,88506343119,75.72137605,4290741000,441307000,..,1914253685,24778241000,..,..,..,..,-28795000000,-37737000000,-170904000,2733000000,16415000000,25357000000,2.26447E+11,5.220834602
United Arab Emirates,ARE,2021,YR2021,..,..,..,..,..,102.4030841,4.081412958,4.25156E+11,3.58139E+11,..,5.430419471,22545950000,5.430419471,22545950000,4.00036E+11,1.50534E+12,1.52474E+12,4.15179E+11,4.354755299,41778.58387,157213.2981,159239.6775,43360.0211,2.457174575,67401.1213,67401.1213,6.45376E+11,6.45376E+11,1.52474E+12,14.61089352,11.77231543,60661331329,..,..,..,44.52425531,6.78881E+11,81.30276438,108.0593212,..,40.86485117,2.464866871,6.23084E+11,83.70584849,8.056427418,3.47529E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,2022,YR2022,..,..,..,..,..,103.8122523,8.459572956,5.21897E+11,1.78443E+11,..,4.939654369,24833220000,4.939654369,24833220000,4.30078E+11,1.61839E+12,1.84628E+12,5.02732E+11,7.509697032,42687.72072,160634.3906,183254.3173,49899.0653,2.176083435,68867.82593,73777.74439,6.93842E+11,7.43309E+11,1.84628E+12,12.64752077,0.172278604,63583125924,..,..,..,45.18700334,8.3428E+11,81.32095708,104.268922,..,42.16547589,19.405962,7.78494E+11,85.13320941,25.89283124,4.27992E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,2023,YR2023,..,..,..,..,..,108.6108714,6.879757555,5.58402E+11,1.04213E+11,..,4.342888221,22328110000,4.342888221,22328110000,4.45641E+11,1.67695E+12,1.88814E+12,5.1413E+11,3.618706535,42507.78734,159957.2992,180101.9515,49040.69475,-0.421510859,68577.54057,76110.38485,7.1895E+11,7.97922E+11,1.88814E+12,12.41920153,3.581111611,63850894557,..,..,..,41.96786311,7.92414E+11,85.11079321,102.1793087,..,45.61293536,14.109896,8.61238E+11,93.72166461,12.58429826,4.81852E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,2021,YR2021,..,..,..,-0.440671239,-13851720621,29.18027479,3.230222248,9.1723E+11,-8259163000,1.55693E+11,0.160847823,5055966701,5.113966955,1.60749E+11,3.07476E+12,2.01257E+12,2.2854E+12,3.14332E+12,8.575950905,45873.8696,30026.53395,34097.06746,46896.86624,8.6649515,50978.951,50978.951,3.41693E+12,3.41693E+12,2.2854E+12,22.25938567,14.89768862,6.99684E+11,4.56504E+11,6.7947E+11,..,17.8029229,4.06868E+11,100.223987,113.4437981,2.76567E+12,59.91668854,7.439020515,1.36934E+12,29.40426184,5.810120604,9.24271E+11,..,..,..,..,..,..,..,..,..,..,-2.22966E+11,-6976068153,..,-2.59928E+11,4.60069E+11,2.44079E+11,2.02424E+11,8.214088889
United Kingdom,GBR,2022,YR2022,..,..,..,-2.278774112,-70961993679,33.56719447,12.56781211,1.0453E+12,-11660745000,79991422960,1.441788923,44897919401,4.010521485,1.24889E+11,3.22355E+12,2.10996E+12,2.52643E+12,3.11404E+12,4.839085147,47551.22966,31124.44239,37267.89692,45935.92765,3.6564608,52842.97636,58392.85539,3.58228E+12,3.95851E+12,2.52643E+12,20.82750824,2.253327587,6.48577E+11,5.32903E+11,7.91625E+11,..,16.19199122,4.09079E+11,101.7461412,121.2443825,2.88821E+12,61.36197034,4.985857565,1.55027E+12,35.31333567,12.98331916,1.09967E+12,..,..,..,..,..,..,..,..,..,..,-2.58722E+11,-58861789738,..,-50456603167,5.08559E+11,3.08699E+11,2.19347E+11,13.2921793
United Kingdom,GBR,2023,YR2023,..,..,..,-1.965412177,-66447726443,31.66267713,-2.15576668,1.07047E+12,-3491681000,1.53367E+11,-2.645459686,-89439143375,1.890865403,63927408476,3.2345E+12,2.11713E+12,2.72003E+12,3.38085E+12,0.339966158,47322.66822,30974.83854,39795.5962,49463.85546,-0.480663558,52588.97943,58273.4737,3.59446E+12,3.98299E+12,2.72003E+12,20.48051694,0.523734779,6.92416E+11,4.89011E+11,7.22132E+11,..,16.60699206,4.51715E+11,100.5603617,129.1207352,2.89663E+12,61.07740028,0.296320778,1.66132E+12,32.21620064,-3.387710396,1.08918E+12,..,..,..,..,..,..,..,..,..,..,-2.3312E+11,-18844535680,..,2.23941E+11,5.81656E+11,3.6738E+11,2.21018E+11,12.63731973
United States,USA,2021,YR2021,5.501414141,1.7373E+13,1.9593E+13,-3.665291721,-8.67984E+11,10.7909782,6.476791292,2.55543E+12,-9.90334E+11,-1.33851E+11,2.009212298,4.75805E+11,1.443991093,3.41954E+11,2.09179E+13,2.09179E+13,2.36812E+13,2.36812E+13,6.055052933,62996.28938,62996.28938,71318.30736,71318.30736,5.888314265,71318.30736,71318.30736,2.36812E+13,2.36812E+13,2.36812E+13,14.2530325,0.428008148,3.37529E+12,1.76585E+12,2.84904E+12,..,17.70157819,4.19194E+12,103.6317039,112.778323,..,68.04538931,8.771860138,1.61139E+13,14.42267783,14.67092666,3.41546E+12,..,..,..,..,..,..,..,..,..,..,-1.08319E+12,-8.48072E+11,..,97439000000,8.04946E+11,5.69831E+11,..,8.913268716
United States,USA,2022,YR2022,..,..,..,-3.891672104,-1.0121E+12,11.60222792,7.512719511,3.01738E+12,-1.09998E+12,-20472000000,1.572590774,4.08982E+11,1.493873182,3.8851E+11,2.14434E+13,2.14434E+13,2.60069E+13,2.60069E+13,2.51237532,64342.11794,64342.11794,78035.17536,78035.17536,2.13636163,72841.92431,78035.17536,2.42761E+13,2.60069E+13,2.60069E+13,13.71379503,-1.162482836,3.56653E+12,2.09034E+12,3.27028E+12,..,18.26254293,4.74952E+12,103.6872302,119.9373267,..,68.02366203,3.036132793,1.76908E+13,15.28946191,8.593012129,3.97631E+12,..,..,..,..,..,..,..,..,..,..,-1.17994E+12,-9.4477E+11,..,-4.37666E+11,9.49065E+11,7.13892E+11,..,15.05797812
United States,USA,2023,YR2023,..,..,..,-3.266070864,-9.05378E+11,11.01151129,2.764324903,3.05247E+12,-9.90934E+11,1.053E+11,1.258207357,3.48784E+11,1.638067771,4.54084E+11,2.20626E+13,2.20626E+13,2.77207E+13,2.77207E+13,2.887556009,65875.17788,65875.17788,82769.41221,82769.41221,2.382669381,74577.50654,82769.41221,2.49771E+13,2.77207E+13,2.77207E+13,13.43383389,2.927558624,3.72395E+12,2.04522E+12,3.10851E+12,..,18.66469577,5.17399E+12,102.876337,124.4389885,..,67.90147034,2.530192584,1.88228E+13,13.88785186,-1.172116348,3.84981E+12,..,..,..,..,..,..,..,..,..,..,-1.06329E+12,-7.84891E+11,..,-1.14952E+12,1.02659E+12,7.48195E+11,..,18.4234648
Uruguay,URY,2021,YR2021,3.054462779,52291614903,49994553832,-2.46165159,-1495719165,31.98208535,13.48873958,19432570465,63866833234,-2545753145,8.501002666,5165277108,4.311207265,2619523963,58984504648,1.74351E+12,2.64633E+12,60760798596,5.561892793,17365.26378,513295.8688,779088.8535,17888.21151,5.63253269,29441.47749,29441.47749,1.00004E+11,1.00004E+11,2.64633E+12,..,..,..,15940943473,11211159982,..,25.41744936,6.72629E+11,92.85956741,146.3030224,53359182572,..,..,..,24.84165276,17.93720015,15093986602,..,..,..,..,..,..,..,..,779999.9714,740000.0095,4729783491,4525744457,..,1095258150,4032449036,4236488069,1.98798E+11,13.7799132
